@relation employee.data
@attribute ID numeric
@attribute Gender {m,f}
@attribute Age {26-33,18-25,34-41,50yearsabove,42-49}
@attribute EducationBackground {bachelor,diploma,master,undergraduate}
@attribute Language {1,2,3,4,5}
@attribute marriage {single,married,divorced}
@attribute PartnerWorking {no,yes}
@attribute Numberofchildren numeric
@attribute AvgAgeoftheirchildren numeric
@attribute Resident {local,not-local}
@attribute Jobtime {ft,pt}
@attribute Hoursofwork numeric
@attribute Salary numeric
@attribute Yearsofservice {0,1,2,3}
@attribute Socialassurance {yes,no}
@attribute Position {leademp,regularemp,manager,supervisor}
@attribute Department {customerservice,others,marketing,humanresource,sales,financial,IT,inventory,preprocessing,Accounting,rawmaterialswarehouse,manufacturing,management,finishing,finishedgoodswarehouse,corporateservices,corporate,assembly,services,marketingmanagement,manufacturingmanagement}
@attribute Computerskills {good,excellent,none}
@attribute Jobsecurity {good,excellent,bad}
@attribute Smoking {yes,no}
@attribute Transportation {yes,no}
@attribute Vacationdays numeric
@attribute Nationality {iraqi,others,kurdish}
@attribute Employmenttype {permanent,fixedtermcontract,temporary}
@attribute No.ofactivities numeric
@attribute No.ofpenalties numeric
@attribute TermReason {none,WorkRuleViolation,AcceptedNewJob,PoorJobfit,PoorPerformance,JobAbandonment,PoorAttendance,medical-Non-JobRelated,Retirement-Normal,JobDissatisfaction,CareerChange,Retirement-Early,Pay,Violence-Threat/Act,medical-JobRelated,ResignedinlieuofTerm,ResignedinLieuofTermination,PersonalReasons,Deceased,WorkConditions/Requirement,EmployeeRelocation,failedDrug/AlcoholScreen}
@attribute Riseinincomereceived {yes,no}
@attribute Employeedisciplined {no,yes}
@attribute Recommendationforpromotion {yes,no}

@data
220,m,26-33,undergraduate,3,married,no,3,8,local,ft,10,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
192,m,26-33,bachelor,4,married,yes,2,2,local,ft,10,1,3,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Pay,yes,yes,no
188,m,50yearsabove,diploma,1,married,yes,5,25,local,ft,10,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
146,f,34-41,master,3,married,yes,3,23,local,ft,8,2,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,medical-Non-JobRelated,yes,yes,no
206,m,50yearsabove,diploma,2,married,no,5,19,local,ft,10,1,1,yes,manager,others,excellent,good,yes,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
145,m,42-49,bachelor,3,single,no,0,0,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
152,m,42-49,bachelor,3,married,no,3,18,local,ft,10,2,0,yes,supervisor,others,good,good,yes,yes,2,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
149,m,42-49,bachelor,3,single,no,0,0,not-local,ft,9,2,1,yes,supervisor,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
167,m,50yearsabove,diploma,2,married,no,4,30,local,ft,9,2,2,yes,regularemp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
228,m,50yearsabove,bachelor,1,married,yes,5,23,local,ft,9,2,1,yes,regularemp,Accounting,good,excellent,no,no,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
174,f,50yearsabove,undergraduate,1,married,no,3,15,local,ft,9,2,3,no,regularemp,others,good,good,no,yes,4,iraqi,temporary,0,0,ResignedinlieuofTerm,no,no,no
167,m,50yearsabove,diploma,2,married,no,4,30,local,ft,9,2,2,yes,regularemp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
118,m,18-25,diploma,2,single,no,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,no,yes,no
204,m,42-49,bachelor,3,married,no,3,15,not-local,ft,8,2,0,yes,manager,others,excellent,excellent,no,yes,2,iraqi,permanent,0,0,PoorPerformance,no,no,no
190,f,26-33,diploma,4,single,no,0,0,local,ft,9,2,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,temporary,0,0,medical-Non-JobRelated,yes,yes,no
82,m,18-25,bachelor,3,single,no,0,0,local,ft,8,2,0,yes,regularemp,sales,good,good,no,yes,4,iraqi,temporary,1,0,none,no,no,no
227,m,34-41,bachelor,4,married,no,4,9,local,ft,8,2,1,yes,manager,others,excellent,good,no,yes,1,iraqi,permanent,0,0,PoorPerformance,no,no,no
181,m,42-49,bachelor,1,married,no,3,19,local,ft,8,2,2,yes,regularemp,others,good,good,no,yes,1,iraqi,permanent,0,0,WorkRuleViolation,no,no,no
205,m,50yearsabove,bachelor,3,married,yes,4,21,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Deceased,no,no,no
141,m,50yearsabove,bachelor,3,single,no,0,0,local,ft,8,3,1,no,regularemp,others,good,good,yes,yes,4,iraqi,permanent,0,0,PoorPerformance,no,no,no
142,f,42-49,master,3,single,no,0,0,not-local,ft,8,2,3,yes,leademp,others,good,excellent,yes,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
194,m,50yearsabove,bachelor,4,married,no,5,22,not-local,ft,9,1,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,fixedtermcontract,0,0,AcceptedNewJob,yes,yes,no
198,m,34-41,bachelor,4,married,no,4,23,local,ft,8,1,3,yes,regularemp,others,good,excellent,no,yes,2,iraqi,permanent,0,0,Retirement-Normal,yes,yes,no
149,m,42-49,bachelor,3,single,no,0,0,not-local,ft,9,2,1,yes,supervisor,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
178,f,34-41,undergraduate,1,single,no,0,0,local,ft,8,2,1,yes,regularemp,others,good,good,no,no,4,iraqi,permanent,0,0,Pay,yes,yes,no
163,f,34-41,diploma,2,married,no,3,7,local,ft,8,2,1,yes,regularemp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
215,m,42-49,bachelor,4,single,no,0,0,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
173,m,50yearsabove,diploma,1,married,no,5,27,local,ft,9,2,2,yes,supervisor,others,excellent,good,no,yes,4,iraqi,fixedtermcontract,0,0,medical-JobRelated,no,no,no
107,m,34-41,bachelor,1,single,no,0,0,local,ft,9,2,3,yes,supervisor,humanresource,good,good,yes,no,4,iraqi,permanent,0,3,AcceptedNewJob,yes,yes,no
83,m,26-33,master,3,married,no,0,0,local,ft,8,2,1,yes,leademp,financial,good,good,yes,yes,2,iraqi,permanent,18,0.089595,none,yes,yes,no
164,m,34-41,bachelor,2,single,no,0,0,local,ft,8,2,1,no,regularemp,marketing,excellent,good,no,yes,4,iraqi,temporary,0,0,CareerChange,yes,yes,no
153,m,42-49,bachelor,2,married,no,4,16,local,ft,9,2,1,no,regularemp,preprocessing,good,excellent,yes,yes,2,iraqi,permanent,0,0,PoorAttendance,no,no,no
126,f,18-25,bachelor,3,married,yes,0,0,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,fixedtermcontract,0,3,none,yes,yes,no
190,f,26-33,diploma,4,single,no,0,0,local,ft,9,2,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,temporary,0,0,medical-Non-JobRelated,yes,yes,no
218,m,42-49,bachelor,1,single,no,0,0,local,ft,8,2,2,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
27,m,18-25,diploma,1,single,no,0,0,local,ft,8,2,0,yes,regularemp,marketing,excellent,good,no,yes,4,iraqi,fixedtermcontract,18,0.089595,JobAbandonment,no,no,no
195,f,26-33,bachelor,4,single,no,0,0,local,ft,8,2,3,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
222,f,50yearsabove,bachelor,3,single,no,0,0,local,ft,9,2,3,no,regularemp,others,good,good,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
174,f,50yearsabove,undergraduate,1,married,no,3,15,local,ft,9,2,3,no,regularemp,others,good,good,no,yes,4,iraqi,temporary,0,0,ResignedinlieuofTerm,no,no,no
80,f,18-25,bachelor,3,married,yes,0,0,local,ft,8,2,1,no,leademp,sales,good,excellent,no,no,2,iraqi,permanent,0,0,none,yes,no,no
174,f,50yearsabove,undergraduate,1,married,no,3,15,local,ft,9,2,3,no,regularemp,others,good,good,no,yes,4,iraqi,temporary,0,0,ResignedinlieuofTerm,no,no,no
208,m,42-49,bachelor,2,married,yes,4,15,local,ft,9,2,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,0,WorkConditions/Requirement,yes,yes,no
208,m,42-49,bachelor,2,married,yes,4,15,local,ft,9,2,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,0,WorkConditions/Requirement,yes,yes,no
147,m,42-49,bachelor,3,married,no,3,23,local,ft,9,2,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
157,m,34-41,diploma,2,married,no,2,5,local,ft,8,2,1,yes,manager,preprocessing,good,excellent,no,yes,4,iraqi,permanent,0,0,JobDissatisfaction,no,no,no
186,m,50yearsabove,diploma,1,married,yes,5,18,local,ft,8,2,1,yes,supervisor,others,good,good,yes,yes,4,iraqi,fixedtermcontract,0,0,WorkRuleViolation,no,no,no
172,f,42-49,bachelor,1,married,yes,4,22,local,ft,10,2,1,yes,regularemp,others,none,excellent,yes,yes,2,iraqi,permanent,0,0,Violence-Threat/Act,no,no,no
168,f,42-49,bachelor,2,married,no,3,24,local,ft,10,2,3,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorPerformance,no,no,no
188,m,50yearsabove,diploma,1,married,yes,5,25,local,ft,10,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
162,m,50yearsabove,bachelor,2,married,no,5,27,local,ft,8,2,2,yes,supervisor,marketing,good,good,no,no,1,iraqi,permanent,0,0,Pay,yes,yes,no
192,m,26-33,bachelor,4,married,yes,2,2,local,ft,10,1,3,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Pay,yes,yes,no
110,f,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,regularemp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,no,no
203,m,42-49,bachelor,4,married,no,3,23,local,ft,8,1,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
193,f,42-49,bachelor,4,married,no,4,17,local,ft,9,2,2,no,regularemp,others,good,excellent,no,yes,2,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
183,m,26-33,bachelor,1,single,no,0,0,not-local,ft,8,2,0,no,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,PoorPerformance,no,no,no
82,m,18-25,bachelor,3,single,no,0,0,local,ft,8,2,0,yes,regularemp,sales,good,good,no,yes,4,iraqi,temporary,1,0,none,no,no,no
180,f,50yearsabove,diploma,1,married,no,4,17,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,0,0,Pay,no,no,no
118,m,18-25,diploma,2,single,no,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,no,yes,no
222,f,50yearsabove,bachelor,3,single,no,0,0,local,ft,9,2,3,no,regularemp,others,good,good,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
29,m,26-33,diploma,1,married,no,1.62465,2388.789916,local,ft,8,2,1,yes,regularemp,marketing,good,good,yes,yes,4,iraqi,fixedtermcontract,18,0.089595,PoorAttendance,no,no,no
161,f,26-33,bachelor,2,married,no,0,0,local,ft,8,2,1,yes,regularemp,marketing,good,good,no,no,1,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
110,f,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,regularemp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,no,no
112,f,26-33,bachelor,2,married,yes,0,0,local,ft,9,2,2,yes,regularemp,financial,good,good,no,no,4,iraqi,permanent,0,0,none,yes,yes,no
204,m,26-33,undergraduate,3,married,no,3,15,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,2,iraqi,permanent,0,0,CareerChange,yes,yes,no
189.447111,m,50yearsabove,diploma,1,married,yes,2.588697,23.695036,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,no,no
82.169085,f,42-49,bachelor,2,married,no,1.880137,3.2599,local,ft,8,2,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,50.778751,0,AcceptedNewJob,yes,yes,no
202.64123,m,34-41,bachelor,1,married,no,4,12.383198,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,0,0,Pay,no,no,no
127.512485,m,26-33,bachelor,1,single,no,0,0,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,4.437663,none,yes,yes,no
211.313617,m,42-49,bachelor,2,married,no,2.961896,17.689687,local,ft,8,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,none,yes,yes,no
139.607856,m,26-33,bachelor,3,married,no,3.418536,23.971033,local,ft,8,1301491.519153,2,yes,leademp,IT,excellent,excellent,no,yes,3.166188,iraqi,permanent,739.225777,0,none,yes,no,no
196.713647,m,34-41,bachelor,4,married,no,2.767628,6.501585,local,ft,8,473884.618855,3,yes,regularemp,others,good,excellent,no,yes,2.345298,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
207.549115,m,26-33,undergraduate,3,married,no,3,11.960604,local,ft,9.114927,712000,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
150.339904,f,42-49,bachelor,2,married,no,0.815518,17.212431,local,ft,8.00876,750000,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,259.428251,0,AcceptedNewJob,yes,yes,no
163.564114,m,50yearsabove,bachelor,2,married,no,0.220487,4.188414,local,ft,8.596579,807578.081348,1,yes,regularemp,marketing,good,good,no,yes,2.528161,iraqi,permanent,0,0,Pay,yes,yes,no
197.30924,m,26-33,bachelor,2,married,no,0,0,local,ft,8,586338.65804,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
162.184325,m,26-33,bachelor,2,married,no,2.366771,8.944341,local,ft,8,600000,1,yes,regularemp,others,good,good,no,yes,3.651504,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
167.946374,m,50yearsabove,bachelor,1,married,yes,1.35088,3.284412,local,ft,8.043703,641553.696522,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
186.832501,m,42-49,bachelor,2,married,yes,1.613253,0.48031,local,ft,8.369529,868965.993789,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,2.9922,WorkConditions/Requirement,yes,yes,no
214.03627,m,26-33,undergraduate,3,married,no,3,11.71493,local,ft,8.78533,712000,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
139.655341,m,26-33,bachelor,3,married,no,2.084093,21.485878,local,ft,8,1261140.356901,2,yes,leademp,IT,excellent,excellent,no,yes,3.175679,iraqi,permanent,772.560666,0,none,yes,no,no
196.647625,m,26-33,bachelor,4,married,yes,2.612966,101511.384448,local,ft,8.739197,465326.74627,3,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Pay,yes,yes,no
160.829726,m,26-33,bachelor,2,married,no,3.049864,16.207372,local,ft,8.29232,600000,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
142.601482,m,50yearsabove,bachelor,3,married,no,2.002786,20.081562,local,ft,9,955906.127523,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,1056.60009,0,Deceased,no,no,no
206,m,34-41,bachelor,4,married,no,5,19,local,ft,10,415000,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
163.225976,m,50yearsabove,bachelor,1,married,yes,4.521787,15.8771,local,ft,8.869778,649296.577737,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
160.589342,m,34-41,bachelor,1,married,no,0,0,local,ft,8.954996,886855.50142,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,Pay,no,no,no
200.448212,m,42-49,bachelor,4,married,no,3.303367,23,local,ft,8,292196.06314,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
207.619734,m,50yearsabove,bachelor,3,married,yes,4.051575,20.602715,local,ft,9.679807,950000,1,yes,regularemp,others,good,good,no,yes,2.312446,iraqi,permanent,0,0,Deceased,no,no,no
53.037646,m,34-41,bachelor,1,married,no,0.875539,4.33333,local,ft,8,2,2,yes,regularemp,others,good,excellent,no,yes,3.301979,iraqi,permanent,1673.678642,0,AcceptedNewJob,yes,no,no
141.296145,m,42-49,bachelor,2,married,yes,2.446956,4.75736,local,ft,9,871604.633938,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,5.311704,WorkConditions/Requirement,yes,yes,no
85.160319,m,26-33,bachelor,2,married,no,0,0,local,ft,8.555401,2,1,yes,leademp,others,good,good,no,yes,2,iraqi,permanent,18,0.028305,none,yes,yes,no
196.097869,m,34-41,bachelor,1,married,no,0,0,local,ft,8,690717.681866,2,yes,regularemp,others,good,excellent,no,yes,2.507606,iraqi,permanent,0,0,AcceptedNewJob,yes,no,no
190.865031,m,50yearsabove,diploma,1,married,yes,0.870322,22.457232,local,ft,9,829529.112939,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,no,no
112.179417,m,50yearsabove,bachelor,1,married,no,2.844743,4.654726,local,ft,8.570089,1022573.95093,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,18,0,Deceased,no,no,no
194,m,26-33,bachelor,4,married,no,5,22,local,ft,9,1,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
215,m,50yearsabove,bachelor,4,single,no,0,0,local,ft,8,950000,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
82.383792,m,26-33,bachelor,1,married,no,0.510583,1.485862,local,ft,6.11374,2,1,yes,leademp,others,good,good,no,yes,2.735993,iraqi,permanent,18,0,none,yes,yes,no
207.686135,m,50yearsabove,bachelor,3,married,yes,4.807099,18.356019,local,ft,9.285553,950000,1,yes,regularemp,others,good,good,no,yes,3.874944,iraqi,permanent,0,0,Deceased,no,no,no
202.267795,m,42-49,bachelor,4,married,no,3.347333,23,local,ft,8,300547.730535,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
204.275441,m,42-49,bachelor,4,married,no,4.987866,19.383956,local,ft,9.80709,382698.498191,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
133.285738,m,26-33,bachelor,3,married,no,3.195673,8.744515,local,ft,8,1249059.667927,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,1886.747933,0.029601,none,yes,no,no
210.615742,m,34-41,bachelor,4,married,no,3.116641,21.519236,local,ft,8.202053,449637.309689,1,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
196.832427,m,34-41,bachelor,1,married,no,1.467797,7.550685,local,ft,8.24625,888555.765449,1,yes,regularemp,others,good,excellent,no,yes,1.147402,iraqi,permanent,0,0,Pay,no,no,no
85,m,50yearsabove,diploma,1,married,no,0,0,local,ft,8,767880,1,no,regularemp,others,good,good,no,yes,2,iraqi,permanent,18,0.089595,ResignedinlieuofTerm,yes,no,no
113.653671,m,26-33,bachelor,3,married,no,1.286553,0.339003,local,ft,8,1270681.087497,2,yes,leademp,IT,excellent,excellent,no,yes,2.408407,iraqi,permanent,18,0.005045,none,yes,no,no
200.815763,m,26-33,undergraduate,3,married,no,3,18.612822,local,ft,8,712000,1,yes,leademp,others,good,good,no,yes,3.182851,iraqi,permanent,0,0,CareerChange,yes,yes,no
129.484372,f,42-49,bachelor,2,married,no,1.068776,2.648995,local,ft,8,750000,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,1564.329053,0,AcceptedNewJob,yes,yes,no
195.127355,m,34-41,bachelor,1,married,no,4.603027,21.903811,local,ft,8,704919.526684,2,yes,regularemp,others,good,excellent,no,yes,3.1915,iraqi,permanent,0,0,AcceptedNewJob,yes,no,no
163.885335,m,50yearsabove,bachelor,2,married,no,0.754887,14.111259,local,ft,8.278644,803768.259091,1,yes,regularemp,marketing,good,good,no,yes,2.113045,iraqi,permanent,0,0,Pay,yes,yes,no
110.032076,m,26-33,bachelor,2,married,no,0.363423,0.908436,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,2.787843,iraqi,permanent,18,0.074234,none,yes,yes,no
72.331644,m,26-33,bachelor,3,married,no,0.84029,4.38229,local,ft,8,1264063.131773,2,yes,leademp,IT,excellent,excellent,no,yes,3.021504,iraqi,permanent,18,0.068324,none,yes,no,no
216.167718,m,50yearsabove,bachelor,4,single,no,2.036148,4.613577,local,ft,8.176821,950000,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
205,m,50yearsabove,bachelor,3,married,yes,4,21,local,ft,9,950000,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Deceased,no,no,no
26.217001,m,26-33,diploma,1,married,no,0.511764,0.668828,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,18,0.089595,none,yes,no,no
55.169673,m,26-33,bachelor,1,married,no,1.489338,1126.728855,local,ft,8,2,1,yes,regularemp,marketing,good,good,no,yes,3.032081,iraqi,permanent,319.950893,0.039758,none,yes,no,no
168.661423,f,42-49,bachelor,4,married,no,3.21232,17.489111,local,ft,9.625956,748970.780912,2,yes,regularemp,others,good,excellent,no,yes,3.245276,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
202.328778,m,42-49,bachelor,4,married,no,4.572311,21.861223,local,ft,8.123904,313997.90791,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
174.591253,f,42-49,bachelor,4,married,no,1.429982,7.735029,local,ft,8.815157,742409.167741,2,yes,regularemp,others,good,excellent,no,yes,2.088813,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
96.005632,m,26-33,bachelor,1,married,no,0.822739,0.392133,local,ft,8,2,1,yes,leademp,others,good,good,no,yes,2.689079,iraqi,permanent,18,0.071343,none,yes,yes,no
86.364318,m,26-33,bachelor,3,married,no,2.173185,10.623585,local,ft,8,1215753.728451,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,993.622499,0.024489,none,yes,no,no
147.286406,m,34-41,bachelor,3,single,no,0.235586,20.566529,local,ft,8,632271.655186,1,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,yes,yes,no
127.120699,m,26-33,bachelor,1,single,no,0,0,local,ft,8.524428,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,5.884861,none,yes,yes,no
115.541653,m,18-25,diploma,1,single,no,0,0,local,ft,9,2,1,yes,leademp,humanresource,good,good,no,no,4,iraqi,permanent,0,3,none,no,yes,no
180.258086,m,26-33,bachelor,4,married,no,0,0,local,ft,8,500486.407781,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
135.075078,m,50yearsabove,diploma,1,married,no,4,22.03135,local,ft,8.056852,2,1,yes,regularemp,others,good,good,yes,yes,2.210645,iraqi,permanent,925.954308,0,none,yes,no,no
126.016665,m,26-33,bachelor,1,single,no,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,3.458955,none,yes,yes,no
165.63667,m,26-33,bachelor,2,single,no,1.137111,6.306975,local,ft,9.649117,569816.027314,1,yes,regularemp,others,good,good,no,yes,2.615776,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
105.93804,m,26-33,bachelor,4,single,no,0.04882,1.207614,local,ft,9.90258,537356.716503,2,yes,regularemp,others,good,good,no,yes,4,iraqi,permanent,0.330111,0,AcceptedNewJob,yes,yes,no
93.980393,m,26-33,bachelor,2,married,no,2.408164,14.944113,local,ft,8.955379,2,1,yes,leademp,others,good,good,no,yes,3.617198,iraqi,permanent,18,0.014472,none,yes,yes,no
205.472203,m,50yearsabove,bachelor,3,married,no,4.173518,17.913797,local,ft,9.9184,950000,1,yes,regularemp,others,good,good,no,yes,3.966064,iraqi,permanent,0,0,Deceased,no,no,no
104.844152,m,18-25,diploma,1,single,no,0,0,local,ft,8.135224,2,1,yes,regularemp,humanresource,good,good,no,no,3.75383,iraqi,permanent,0,2.440759,none,yes,no,no
168.360331,m,26-33,bachelor,2,married,no,2.5621,5.735048,local,ft,8,600000,1,yes,regularemp,others,good,good,no,yes,2.695785,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
54.739503,f,26-33,bachelor,1,married,no,0.535828,2096.071929,local,ft,8,2,1,yes,regularemp,marketing,good,good,no,yes,3.783319,iraqi,permanent,1132.747739,0.001473,none,yes,no,no
126.524698,m,26-33,bachelor,1,single,no,0,0,local,ft,8.725282,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,3,none,yes,yes,no
123,m,26-33,bachelor,2,married,no,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,yes,2,iraqi,permanent,18,0,none,yes,yes,no
172.73316,m,50yearsabove,bachelor,2,married,no,4.96588,27.886472,local,ft,8.55996,802325.191393,1,yes,regularemp,marketing,good,good,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
163.083869,m,50yearsabove,diploma,1,married,no,2.267574,5.28621,local,ft,8.567698,771425.05622,1,no,regularemp,others,good,good,no,yes,2.790936,iraqi,permanent,757.830159,0.075025,ResignedinlieuofTerm,yes,no,no
207.795801,m,26-33,undergraduate,3,married,no,3,9.631582,local,ft,9.184494,712000,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
192.220944,m,26-33,bachelor,4,married,yes,2.279837,193522.02043,local,ft,9.101466,460678.041115,3,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Pay,yes,yes,no
197.312311,m,50yearsabove,diploma,1,married,yes,3.003086,24.890466,local,ft,9.070111,825589.250214,1,yes,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,medical-Non-JobRelated,yes,yes,no
210.651122,m,34-41,bachelor,3,single,no,3.506742,23,local,ft,8.756916,644242.427934,1,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,PoorAttendance,yes,yes,no
201.216224,m,34-41,bachelor,4,married,no,4.892445,21.227043,local,ft,9.969483,430484.278829,1,yes,regularemp,others,good,good,no,yes,2.631216,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
203.97361,m,34-41,bachelor,1,married,no,1.256601,4.660514,local,ft,8,886000,1,yes,regularemp,others,good,excellent,no,yes,3.890883,iraqi,permanent,0,0,Pay,no,no,no
